prediction_id,batch_id,game_id,occurrence_key,season,official_date_at_prediction,away_team_id,home_team_id,scheduled_start_utc_at_prediction,information_cutoff_utc,issued_at_utc,feature_as_of_date,away_max_source_date,home_max_source_date,away_games_before,away_win_pct_before,away_runs_scored_per_game_before,away_runs_allowed_per_game_before,home_games_before,home_win_pct_before,home_runs_scored_per_game_before,home_runs_allowed_per_game_before,p_home_win,p_away_win,model_version,artifact_sha256,protocol_sha256,code_commit
a94c6fa7efbf0abd83c290e9d6e3cd539f5f2f057515902197c0d8a0b2a75457,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823326,0ceb7377be248279a3ff586e10c7712c3aad71499a1aad0551ab9e3bcdd7c93c,2026,2026-09-24,138,134,2026-09-24T16:35:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,150,0.486667,4.520000,4.633333,150,0.500000,4.760000,4.600000,0.53589220242178837,0.46410779757821163,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
ca85cb7628acab4a50e2f695d130e55aa6c851479d20930f863c8118340966cb,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824059,38d3b49b290305e0ff3f2cfe165ff3aa602bf6471a32e0e08f58d7e00261d44b,2026,2026-09-24,145,118,2026-09-24T18:10:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,149,0.510067,4.751678,4.503356,150,0.440000,4.300000,4.913333,0.48975378017338095,0.51024621982661911,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
4b42af1fd50632464dc5181b28b55f57cd3c426375e72173cd3ce50ac4e66055,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824623,f81860273573eee84bfecfcae1091b2c251c354688e25d27d2897f88e8cfb00c,2026,2026-09-24,146,112,2026-09-24T18:20:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,150,0.493333,4.453333,4.380000,150,0.546667,5.313333,4.453333,0.55365327719191659,0.44634672280808341,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
5072ebb73f66cf8a7523c99be682a81b85637bbc0f2a03dad85aece6998dc87f,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,822842,c9e4b28266c03432f4f91c54a43600616c20c10a88ceddcffc4740a19240033d,2026,2026-09-24,121,140,2026-09-24T18:35:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,149,0.463087,4.308725,4.583893,150,0.486667,4.120000,4.453333,0.53032227800110932,0.46967772199889068,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
ddcd83b9d9a8a738ac521569fbc4d3f4763828cbb69f6176f3824b8d52cef078,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824298,d51607a9ae429bb69024cb071945f2a917ea26407378e749b8c3237a1699d7db,2026,2026-09-24,109,115,2026-09-24T19:10:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,150,0.533333,4.440000,4.373333,149,0.375839,4.691275,5.744966,0.44784448733517246,0.55215551266482754,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
99f02383d28e840de805c2e61b8a5541ce32181d0c3366a1623036413efd579b,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823411,7c73c73799f5fc2f1e53ba82cb221795839a275e7195a416c4809f0bfe2cc01a,2026,2026-09-24,158,143,2026-09-24T22:05:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,150,0.620000,5.140000,3.846667,150,0.553333,4.486667,4.253333,0.48543224210039482,0.51456775789960518,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
104333ffe79ed12dec847e4c4aea296f00ea49fc5a0d135af7f78a176acf3e84,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824707,100a9bb2e24dfd3ea2ae9cc699cb362065492375892f331cacfd736e6b3de011,2026,2026-09-24,114,111,2026-09-24T22:45:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,150,0.513333,4.086667,4.160000,150,0.533333,4.386667,3.866667,0.54632111370502512,0.45367888629497488,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
cab3338f741ae80b97a3788629e52cc395ba50e53a2c64c5d8ca4a27acf8a2b7,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823493,6e5d8f8839d941920027b061981094e4e770443d5c8389149c0a20d58ad40fde,2026,2026-09-24,139,147,2026-09-24T23:05:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,150,0.600000,4.486667,4.073333,150,0.580000,4.560000,3.646667,0.53129217149796304,0.46870782850203696,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
779a00f7a97e9b51651df5978441ece3799bf57da73a23aef317c3cdae9ed3f7,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824866,6c6c9ee95b80569b783ca559ca04ede7949deba1ceaa36803af492d38e0b5eba,2026,2026-09-24,113,144,2026-09-24T23:15:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,149,0.469799,4.127517,5.080537,150,0.586667,4.553333,3.820000,0.58639747934969311,0.41360252065030689,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
ce26388e19541803fb1935ebcce85a9971844b3f612a0412334f45cbc0bb409c,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823087,fa8bfebe23f4ae55ff0140105893460ac97923395dae7ed11aaa6d4ba4966639,2026,2026-09-24,108,136,2026-09-25T01:40:00Z,2026-09-24T13:32:11Z,2026-09-24T13:32:21Z,2026-09-23,2026-09-22,2026-09-22,149,0.382550,4.046980,4.550336,150,0.460000,3.913333,4.466667,0.5519356651400702,0.4480643348599298,logistic_team_form_v1_platt,e0d4d2421ba076072c7ef8b3bc97dd9a341e26c62828a0ad9ba43f30da15ff55,4dcae9e85bb9ed5b3f4a9f961491d87256965c42e97d11e70f31f02f52cc49c9,785e05be871ef540e8332cb29f2cb3570cda2ff1
